deezerFans,id,name,locationInfo,genres,labels,type,lifeSpan.ended,lifeSpan.begin,lifeSpan.end,gender
1614,56d7fe2e53a7ddfc01f90971,B5,"United States, Florida, St. Petersburg",R&B,"Bad Boy Records, Motown",Group,FALSE,unknown,unknown,unknown
1596,56d8225253a7ddfc01f93d3c,Don Johnson Big Band,"Finland, Uusimaa, Helsinki","Hip Hop, Jazz","Beat Black, Universal Music",Group,FALSE,unknown,unknown,unknown
1567,56d8259d53a7ddfc01f9421d,Eddie Hazel,"United States, New York, Brooklyn","Funk, Soul, R&B","P-Vine Records, Warner Bros. Records",Person,TRUE,1950-04-10,1992-12-23,Male
1506,56d81f7f53a7ddfc01f938fd,Die Goldenen Zitronen,"Germany, Hamburg, Hamburg","Alternative Rock, Experimental Rock, Hip Hop, Indie Rock, New Wave, Punk Rock, Singer-Songwriter","Vielklang, Buback, Weser Label, Cooking Vinyl",Group,FALSE,1984,unknown,unknown
1504,56d82bed53a7ddfc01f94aab,Eyedea & Abilities,"United States, Minnesota, Saint Paul",Hip Hop,Epitaph Records,Group,TRUE,1999,2010-10-16,unknown
1456,56d8073453a7ddfc01f91645,Booker T. Jones,"United States, Tennessee, Memphis","Soul, R&B, Blues, Instrumental Rock","Epic Records, A&M Records",Person,FALSE,1944-11-12,unknown,Male
1418,56d80f0e53a7ddfc01f92208,Charles Hamilton,"United States, Ohio, Cleveland",Hip Hop,"Turn First Records, Republic Records",Person,FALSE,1987-11-10,unknown,Male
1389,56d813e453a7ddfc01f927c1,Clouddead,"United States, Ohio, Cincinnati","Experimental, Hip Hop","Mush Records, Big Dada Records",Group,TRUE,1999,2004,unknown
1387,56d802c253a7ddfc01f9102f,Big Grams,United States,Experimental Hip Hop,Epic Records,Group,FALSE,2015,unknown,unknown
1385,56d807f453a7ddfc01f9176b,Brainpower,"The Netherlands, South Holland, Alphen aan den Rijn",Hip Hop,"Black Star Foundation, EMI, Lyric Recordings",Person,FALSE,1975-02-05,unknown,Male
1372,56d80f9d53a7ddfc01f922cd,Chebaleba,"Finland, Uusimaa, Helsinki",Hip Hop,"Löyly-Viihde, Monsp Records",Person,FALSE,1987-01-30,unknown,Male
1333,56d8292153a7ddfc01f94695,Endo,"United States, Florida, Miami","Alternative Metal, Nu Metal, Post-Grunge, Rap Metal",Columbia,Group,TRUE,1998,2007,unknown
1311,56d805df53a7ddfc01f91487,Blueprint,"United States, Ohio, Columbus",Hip Hop,Weightless Recordings,Person,FALSE,unknown,unknown,Male
1268,56d80f9253a7ddfc01f922c2,Che'Nelle,"Malaysia, Kota Kinabalu","Pop, R&B, Hip Hop",EMI,Person,FALSE,1983-03-10,unknown,Female
1233,56d7f08d56847be81b3e8e32,Akrobatik,"United States, Massachusetts, Boston",Hip Hop,"Definitive Jux, Fat Beats Records, Rawkus",Person,FALSE,unknown,unknown,Male
1204,56d80c5653a7ddfc01f91df8,Caput,"Germany, North Rhine-Westphalia, Iserlohn",Hip Hop,Optik Records,unknown,FALSE,unknown,unknown,unknown
1197,56d80f0d53a7ddfc01f92203,Charles Brown,"United States, Texas, Texas City","Blues, Texas Blues, R&B, Soul, Soul Blues, Rock, Blues Rock, Blues, Soul Jazz","Aladdin Records, King Records, EMI, Route 66",Person,TRUE,1922-09-13,1999-01-21,Male
1197,56d812a153a7ddfc01f925e4,Cidinho & Doca,"Brazil, Rio de Janeiro, Rio de Janeiro","Funk Carioca, Hip Hop",Spotlight Records,Group,FALSE,unknown,unknown,unknown
1149,56d7eb2e26a8a3040c686a7a,ABK,"United States, Michigan, Detroit",Hip Hop,Native World Inc.,Person,FALSE,1973-06-26,unknown,Male
1126,56d822fc53a7ddfc01f93e21,Double,"Japan, Niigata","J-Pop, R&B",For Life Records,Group,FALSE,1998-02-04,unknown,unknown
1056,56d8295053a7ddfc01f946cd,Enkelschreck,Germany,Hip Hop,NA,unknown,FALSE,unknown,unknown,unknown
1029,56d8254b53a7ddfc01f941be,Ebony Vox,"Brazil, Rio de Janeiro","Soul, R&B",Columbia,unknown,FALSE,unknown,unknown,unknown
1023,56d80bfd53a7ddfc01f91d6b,Candyman,"United States, California, Los Angeles",Hip Hop,Epic Records,Person,FALSE,unknown,unknown,unknown
958,56d7f6f953a7ddfc01f8fe92,Anders Osborne,"Sweden, Bohuslän, Uddevalla","Blues, Rock, R&B","Alligator Records, OKeh, Shanachie",Person,FALSE,1966-05-04,unknown,Male
941,56d8092e53a7ddfc01f9196b,Brook Benton,"United States, South Carolina, Lugoff","Gospel, Pop, R&B, Singer-Songwriter, Soul","Mercury Records, Cotillion Records, RCA Records",Person,TRUE,1931-09-19,1988-04-09,Male
928,56d8264553a7ddfc01f942ed,Eevil Stöö,"Finland, Uusimaa, Helsinki","Hip Hop, Gangsta Rap","Fjuu Records, Monsp Records",Person,FALSE,unknown,unknown,Male
922,56d8219a53a7ddfc01f93c47,DMC,United States,Hip Hop,Romen Mpire,Person,FALSE,1964-05-31,unknown,Male
914,56d8110f53a7ddfc01f92452,Chris Clark,"United States, California, Santa Cruz","Soul, R&B","Motown, Weed",Person,FALSE,1946-02-01,unknown,Female
910,56d8195453a7ddfc01f93019,Danger Doom,United States,Hip Hop,"Epitaph Records, Lex Records",Group,FALSE,unknown,unknown,unknown
899,56d8213f53a7ddfc01f93b84,DJ Laz,"United States, Florida, Hollywood","Hip Hop, Reggaeton",Pandisc Records,Person,FALSE,1990,unknown,unknown
870,56d7fb6c53a7ddfc01f90556,Artists Stand Up To Cancer,United States,"Pop, Hip Hop",Island Def Jam Music Group,unknown,FALSE,unknown,unknown,unknown
834,56d7f80d53a7ddfc01f9000b,Angela Bofill,"United States, New York, The Bronx","R&B, Jazz, Dance","Arista, Capitol Records, Jive Records, Shanachie",Person,FALSE,1954-05-02,unknown,Female
813,56d7f63553a7ddfc01f8fd62,Amos Milburn,"United States, Texas, Houston","Blues, R&B, Boogie Woogie, Jump Blues","Aladdin Records, Bear Family Records",Person,TRUE,1927-04-01,1980-01-03,Male
791,56d802d153a7ddfc01f9104a,Big Maybelle,"United States, Tennessee, Jackson","R&B, Blues, Gospel, East Coast Blues","Savoy Records, OKeh, Brunswick, Chess Records, Epic Records, Charly Records",Person,TRUE,1924-05-01,1972-01-23,Female
778,56d8046853a7ddfc01f91253,Black Knights,"United States, California, Long Beach",Hip Hop,"Loud Records, Wu-Tang Records",Group,FALSE,unknown,unknown,unknown
772,56d8206b53a7ddfc01f93a30,Dirty,"United States, Alabama, Montgomery",Hip Hop,Universal Records,Group,FALSE,unknown,unknown,unknown
767,56d7e9246b60c09814f93e65,A Broken Silence,"Australia, New South Wales, Sydney","Alternative Rock, Hip Hop",Death Row Records,unknown,FALSE,unknown,unknown,unknown
752,56d7fe4453a7ddfc01f9099c,Baby D,"United States, Georgia, Atlanta",Hip Hop,Big Oomp Records,Person,FALSE,1984-11-05,unknown,Male
722,56d8005553a7ddfc01f90cc6,Beatfabrik,"Germany, Berlin, Berlin",Hip Hop,Mikrokosmos,Group,FALSE,unknown,unknown,unknown
708,56d7ffea53a7ddfc01f90c2b,Bastian,"The Netherlands, North Holland, Amsterdam","Hip Hop, Electronic","Supertracks, DJ Therapy",Person,FALSE,1974-07-17,unknown,Male
688,56d802da53a7ddfc01f9105b,Big Pokey,"United States, Texas, Houston",Southern Hip Hop,NA,Person,FALSE,1977-12-04,unknown,Male
670,56d8239553a7ddfc01f93ef7,Drama,"United States, Alabama, Sylacauga",Hip Hop,Atlantic Records,Person,FALSE,1981-12-26,unknown,Male
661,56d7fe1c53a7ddfc01f90959,B.G. The Prince Of Rap,"United States, Washington, D.C.","Hip Hop, Eurodance","Dance Pool, Epic Records",Person,FALSE,unknown,unknown,unknown
659,56d7f81353a7ddfc01f9001f,Angela Winbush,"United States, Missouri, St. Louis",R&B,"Elektra, Hip-O, Island Records, Mercury Records",Person,FALSE,1955-01-28,unknown,Female
653,56d813b953a7ddfc01f92775,Clifton Chenier,"United States, Louisiana, Opelousas","Cajun, R&B, Swamp Blues, Zydeco",Arhoolie Records,Person,TRUE,1925-06-25,1987-12-12,Male
651,56d7f6f953a7ddfc01f8fe8f,Anderson East,"United States, Alabama, Athens","R&B, Pop",Elektra,Person,FALSE,1987,unknown,Male
650,56d8010753a7ddfc01f90dae,Belle Epoque,"France, Île-de-France, Paris","Pop, Disco, R&B",Carrere Records,Group,FALSE,unknown,unknown,unknown
631,56d802c753a7ddfc01f91037,Big Jay McNeely,"United States, California, Los Angeles","Jump Blues, West Coast Blues, Jazz Blues, R&B",JSP Records,Person,FALSE,1927-04-29,unknown,Male
630,56d824ba53a7ddfc01f940c7,Dyke And The Blazers,"United States, New York, Buffalo","R&B, Funk",Original Sound,Group,FALSE,1965,unknown,unknown
623,56d7eb3226a8a3040c686a81,ABN,Belgium,Hip Hop,ARS Productions Records,Group,FALSE,1997,unknown,unknown
591,56d7fedc53a7ddfc01f90aa2,Bambu,"United States, California, Los Angeles",Hip Hop,Beatrock Music,Person,FALSE,unknown,unknown,Male
588,56d8051553a7ddfc01f91346,Blazin' Squad,"England, London","Pop, Hip Hop",EastWest,Group,TRUE,2002,2006,unknown
587,56d82bea53a7ddfc01f94aa2,Eyedea,"United States, Minnesota, Saint Paul",Hip Hop,Rhymesayers Entertainment,Person,TRUE,1981-11-09,2010-10-17,Male
568,56d8066653a7ddfc01f9151c,Bob Rum,"Brazil, Rio de Janeiro","Funk Melody, Funk Carioca, Pop-Rap","Som Livre, Spotlight Records",unknown,FALSE,unknown,unknown,unknown
567,56d7f77953a7ddfc01f8ff4b,André 3000,"United States, Georgia, Atlanta","Funk, Hip Hop, Soul","GOOD Music, LaFace",Person,FALSE,1975-05-27,unknown,Male
552,56d823ac53a7ddfc01f93f21,Dream Street,"United States, New York","Pop, R&B",Columbia,Group,TRUE,2000,2002,unknown
529,56d7fe4353a7ddfc01f9099b,Baby Boy Da Prince,"United States, Louisiana, New Orleans",Hip Hop,Universal Republic,Person,FALSE,1986,unknown,Male
528,56d7f61053a7ddfc01f8fd07,AMG,"United States, New York, Brooklyn",Hip Hop,Getti Records,Person,FALSE,1970-09-29,unknown,Male
504,56d7f03a56847be81b3e8dcf,Aivovuoto,"Finland, Uusimaa, Helsinki",Hip Hop,NA,unknown,FALSE,unknown,unknown,unknown
463,56d8177b53a7ddfc01f92d26,Cuban Link,"Cuba, La Habana, Havana","Hip Hop, Latin Hip Hop, Gangsta Rap, Reggaeton","Terror Squad, Atlantic Records",Person,FALSE,1974-12-18,unknown,Male
456,56d805a253a7ddfc01f91415,Blowfly,"United States, Georgia, Cochran","Funk, R&B, Soul, Parody, Comedy, Proto Rap, Hip Hop","Pandisc Records, Weird World",Person,TRUE,1939-02-14,2016-01-17,Male
444,56d8246d53a7ddfc01f9405f,Dungeon Family,United States,Hip Hop,Arista,Group,FALSE,unknown,unknown,unknown
430,56d7ff3153a7ddfc01f90b12,Bangs,"Australia, Victoria‎, Melbourne‎",Hip Hop,Independent,Person,FALSE,1990-09-28,unknown,Male
409,56d80eaa53a7ddfc01f92178,Chalie Boy,"United States, Texas",Hip Hop,Dirty 3rd Records,Person,FALSE,1979-10-13,unknown,Male
356,56d8241353a7ddfc01f93fdd,DSGB,"United States, Georgia",Southern Hip Hop,Universal Records,Group,FALSE,unknown,unknown,unknown
350,56d7f09456847be81b3e8e40,Al Anderson,"United States, Connecticut, Windsor","Country, Rock, R&B, Boogie","AAM Records, Imprint Records, Legacy, Rykodisc, Vanguard Records",Person,FALSE,unknown,unknown,Male
304,56d7e9e36b60c09814f93faa,A.L.T.,"United States, California, El Monte",Hip Hop,Atco Records,Person,FALSE,1970-05-17,unknown,Male
304,56d8104953a7ddfc01f923b5,China (FR),France,"Jazz, R&B, Soul, Pop",Source,Person,FALSE,1978-01-09,unknown,Female
296,56d7fe4453a7ddfc01f9099f,Baby DC,"United States, California, Oakland",Hip Hop,Jive Records,Person,FALSE,unknown,unknown,unknown
288,56d822dc53a7ddfc01f93df2,Doris Troy,"United States, New York, The Bronx",R&B,"Apple Records, Atlantic Records, People Records",Person,TRUE,1937-01-06,2004-02-16,Female
286,56d7f42153a7ddfc01f8f9dc,Algebra,"United States, Georgia, Atlanta","R&B, Neo Soul",BBE,Person,FALSE,1976,unknown,Female
272,56d80d8853a7ddfc01f91fc1,Cassie Taylor,"United States, Colorado, Boulder","Blues, Rock, R&B, Jazz","Yellow Dog Records, Hypertension, Ruf Records",Person,FALSE,1986,unknown,Female
268,56d800ec53a7ddfc01f90d83,Beldina,"Sweden, Stockholm, Stockholm","Pop, Soul, R&B",Farplane,Person,FALSE,1988,unknown,Female
264,56d803eb53a7ddfc01f91198,Bionic Jive,"United States, Arizona, Phoenix","Heavy Metal, Rap Metal, Rapcore, Nu Metal",Interscope Records,Group,FALSE,1998,unknown,unknown
258,56d8031653a7ddfc01f910bd,Bill Doggett,"United States, Pennsylvania, Philadelphia","Jazz, Blues, R&B",King Records,Person,TRUE,1916-02-16,1996-11-13,Male
252,56d8126d53a7ddfc01f925ae,Chuck Willis,"United States, Georgia, Atlanta","Blues, R&B, Rock 'N' Roll","Atlantic Records, OKeh",Person,TRUE,1928-01-31,1958-04-10,Male
240,56d7f0a956847be81b3e8e5f,Al Hudson,"United States, Michigan, Detroit","R&B, Funk, Soul",MCA Records,unknown,FALSE,unknown,unknown,unknown
229,56d7f04856847be81b3e8dea,Ak'Sent,"United States, California, Los Angeles","Hip Hop, R&B","Capitol Records, Avex Trax",unknown,FALSE,unknown,unknown,unknown
224,56d7fd8053a7ddfc01f90896,Awol One & Daddy Kev,"United States, California",Hip Hop,Alpha Pup Records,unknown,FALSE,unknown,unknown,unknown
215,56d7fe4d53a7ddfc01f909b2,Babydoll,"United States, Georgia, Atlanta",R&B,NA,unknown,FALSE,unknown,unknown,unknown
215,56d8266653a7ddfc01f94330,Eino Antiwäkki,"Finland, Uusimaa, Järvenpää",Hip Hop,Skill Street Entertainment,Person,FALSE,1984,unknown,Male
209,56d8248153a7ddfc01f94089,Duster Bennett,"Wales, Powys, Welshpool","Blues, R&B, Electric Blues, Soul","Indigo Recordings, Blue Horizon",Person,TRUE,1946-09-23,1976-03-26,Male
206,56d8144d53a7ddfc01f92864,Cognito,NA,Hip Hop,Strange Music,Person,FALSE,unknown,unknown,Male
202,56d7fd7453a7ddfc01f90878,Awa,"Sweden, Stockholm","Soul, Pop, R&B",Sony Music,unknown,FALSE,unknown,unknown,unknown
182,56d8002453a7ddfc01f90c73,Baze,"Switzerland, Berne, Berne",Hip Hop,"Chlyklass Records, Nation Music",Person,FALSE,1980-04,unknown,Male
181,56d8210c53a7ddfc01f93b46,DJ Envy,"United States, New York, Queens",Hip Hop,"Desert Storm Records, Koch Records",Person,FALSE,1977-09-03,unknown,Male
179,56d802ce53a7ddfc01f91041,Big Kuntry King,"United States, Georgia, Atlanta",Hip Hop,Grand Hustle Records,Person,FALSE,1978,unknown,Male
177,56d8031c53a7ddfc01f910cf,Bill Johnson,"United States, Georgia, Augusta","Soul, R&B",Sun Record Company,Person,FALSE,1932-10-16,unknown,Male
135,56d7ef8556847be81b3e8c67,Afro-Rican,"United States, Florida, Miami","Hip Hop, Miami Bass","Suntown Records, Hip Rock Records",Group,FALSE,unknown,unknown,unknown
118,56d7f08056847be81b3e8e1c,Akir,"United States, New York, Buffalo","Hip Hop, Political Hip Hop","Viper Records, Babygrande Records, Koch Records",Person,FALSE,unknown,unknown,Male
102,56d8188f53a7ddfc01f92ee7,DaForce,"United States, California, Lancaster","Hip Hop, Experimental",Unknown Source Music,Person,FALSE,1977-11-09,unknown,Male
98,56d8116153a7ddfc01f924dd,Chris Ward,"United States, Texas, Houston",Hip Hop,Mobb Style Entertainment,Person,FALSE,unknown,unknown,Male
95,56d7fe2953a7ddfc01f90966,B.V.S.M.P.,"United States, Florida, Miami",Pop-Rap,BCM Records,Group,FALSE,unknown,unknown,unknown
